iter	Logloss
347	0.4964665913
348	0.4961639886
349	0.4958004862
350	0.4957867031
351	0.4956581235
352	0.4955582779
353	0.4953857178
354	0.4951926472
355	0.4948280653
356	0.494755781
357	0.4946338142
358	0.4943339024
359	0.4941007798
360	0.4938029584
361	0.4935986198
362	0.4934059906
363	0.4933145604
364	0.4928212022
365	0.4924888466
366	0.4922555145
367	0.4920632691
368	0.4917619202
369	0.4914504431
370	0.4912173722
371	0.4911362958
372	0.4909488134
373	0.4906765658
374	0.4904903986
375	0.4902617369
376	0.4900148372
377	0.4898976498
378	0.4898371785
379	0.4897004907
380	0.4892970659
381	0.4891238694
382	0.4891172254
383	0.4890268054
384	0.488813953
385	0.4885479902
386	0.4884028314
387	0.4879622683
388	0.4878039794
389	0.4874383108
390	0.4871790635
391	0.487073513
392	0.4866750193
393	0.4864693234
394	0.486236438
395	0.4861075604
396	0.4859433317
397	0.4857931119
398	0.4854411644
399	0.4851205475
400	0.4850342351
401	0.4847200767
402	0.4844411394
403	0.4843475387
404	0.484248299
405	0.4840746838
406	0.4839379406
407	0.4837167551
408	0.4835169002
409	0.4832962555
410	0.4830483107
411	0.4828436382
412	0.482664612
413	0.4821928831
414	0.4818803634
415	0.4818601702
416	0.4817244975
417	0.4815290565
418	0.4812460049
419	0.4811895313
420	0.4811661996
421	0.4810723104
422	0.4809153267
423	0.4806939116
424	0.4802541786
425	0.4800682793
426	0.4800109665
427	0.4797824743
428	0.4796950759
429	0.479491895
430	0.4793631994
431	0.4791195069
432	0.4788343264
433	0.4786900461
434	0.4786078467
435	0.4784529536
436	0.4783807009
437	0.4781885515
438	0.4779929241
439	0.4777473027
440	0.4774612021
441	0.477215673
442	0.4772009263
443	0.47712005
444	0.4770912445
445	0.4768312789
446	0.4766098065
447	0.4764813818
448	0.4763708948
449	0.4761965715
450	0.4757633705
451	0.4755796648
452	0.4754355221
453	0.4753045825
454	0.4750917155
455	0.4748698741
456	0.4747248515
457	0.4744889371
458	0.4743381356
459	0.4742666744
460	0.4740485189
461	0.4737346837
462	0.4735416911
463	0.4734828892
464	0.4733629403
465	0.4732494487
466	0.4730004158
467	0.4728534874
468	0.472820874
469	0.4727591319
470	0.4725988149
471	0.4722938809
472	0.472216391
473	0.4721132088
474	0.4719468432
475	0.4719438368
476	0.4717751481
477	0.4717338151
478	0.47169488
479	0.4716321119
480	0.4713565804
481	0.4710756154
482	0.4708259705
483	0.4706702362
484	0.4704258194
485	0.4703400861
486	0.4701203318
487	0.4699092546
488	0.4697629061
489	0.4695276604
490	0.4694148539
491	0.469304547
492	0.4690997321
493	0.4690806962
494	0.4690149955
495	0.4688483308
496	0.4687164511
497	0.4683719261
498	0.4682518377
499	0.468243947
500	0.4681512249
501	0.4680830985
502	0.4679024282
503	0.4677336827
504	0.4675048013
505	0.4673850336
506	0.467186586
507	0.46695308
508	0.4667939302
509	0.4665609122
510	0.466380552
511	0.4661727195
512	0.4660261816
513	0.465818438
514	0.4655653686
515	0.4651583743
516	0.4651113426
517	0.464761364
518	0.4646942721
519	0.4645674421
520	0.4644190624
521	0.4640724131
522	0.4638458373
523	0.4637742393
524	0.4636021154
525	0.4635250958
526	0.4633006462
527	0.462877846
528	0.4626827128
529	0.4626800411
530	0.4625323626
531	0.4622432888
532	0.4621438721
533	0.4619681073
534	0.4618896378
535	0.4617954069
536	0.4615885444
537	0.4614596828
538	0.4613454915
539	0.4612491257
540	0.4611814281
541	0.4609762539
542	0.4608953755
543	0.4604296097
544	0.4602855942
545	0.4600902566
546	0.4600175494
547	0.4598933248
548	0.4597765934
549	0.4595480451
550	0.45940015
551	0.459278912
552	0.459201345
553	0.4589378022
554	0.4586997431
555	0.4585632425
556	0.458372961
557	0.458093414
558	0.4579155954
559	0.4577311148
560	0.4576556059
561	0.4575171517
562	0.4573683914
563	0.4571356842
564	0.4570241316
565	0.4569427893
566	0.4567599685
567	0.456511958
568	0.4562803678
569	0.4560242142
570	0.455845713
571	0.4557801757
572	0.4557384043
573	0.4556727309
574	0.4555646538
575	0.4554741496
576	0.4554163718
577	0.4551868563
578	0.4550351306
579	0.4550043912
580	0.4548777333
581	0.4546767068
582	0.454597093
583	0.4544765748
584	0.4544659973
585	0.4543334065
586	0.4540400603
587	0.4538865144
588	0.4536128422
589	0.4533385625
590	0.4531585691
591	0.4530048691
592	0.4527729852
593	0.4523947296
594	0.4522292975
595	0.4521967034
596	0.4519396524
597	0.4517118991
598	0.4515441779
599	0.4513764782
600	0.4512664809
601	0.4511140997
602	0.4510552922
603	0.4508940166
604	0.4507760122
605	0.4504997772
606	0.450346265
607	0.4502810805
608	0.4500840717
609	0.4497659981
610	0.4497511061
611	0.4496102614
612	0.4495084336
613	0.4493655444
614	0.449127239
615	0.4490571382
616	0.4489494451
617	0.4486713623
618	0.4484566821
619	0.4484072778
620	0.4483983659
621	0.4482777751
622	0.4480950104
623	0.4480150559
624	0.4479615418
625	0.4478079047
626	0.4476883324
627	0.447473104
628	0.4472121383
629	0.4470913298
630	0.4468975826
631	0.4468203347
632	0.4466114304
633	0.446509864
634	0.4463945793
635	0.4461002211
636	0.4458758884
637	0.4456471331
638	0.4455415159
639	0.4453084954
640	0.4450941099
641	0.4448721649
642	0.4446958354
643	0.4445472443
644	0.4444498006
645	0.4442958641
646	0.4440659298
647	0.4438719115
648	0.4437324484
649	0.4434756576
650	0.4431719833
651	0.4429790136
652	0.4427391942
653	0.4425209329
654	0.4422871103
655	0.4421112091
656	0.4418731544
657	0.4415465568
658	0.4413350275
659	0.4411763077
660	0.4411300736
661	0.4409290569
662	0.4407860707
663	0.4407293374
664	0.4405196883
665	0.440306136
666	0.4402679785
667	0.4400307215
668	0.4398428477
669	0.4396844372
670	0.4394293725
671	0.4393310404
672	0.4390251887
673	0.4388875184
674	0.438789788
675	0.4385004089
676	0.4383675308
677	0.4383038008
678	0.4379953799
679	0.4377892513
680	0.4376276492
681	0.4374572175
682	0.4373701132
683	0.4370552004
684	0.4369405156
685	0.4368289063
686	0.4368029415
687	0.4366228292
688	0.4363936333
689	0.4363429132
690	0.4361891671
691	0.4360886115
692	0.4360071628
693	0.4359121536
694	0.4358526244
695	0.4356538816
696	0.4355004259
697	0.4353148199
698	0.4349446688
699	0.4348562968
700	0.4345189869
701	0.434146438
702	0.4340528101
703	0.4338632006
704	0.4338435308
705	0.4335385019
706	0.4333520909
707	0.4330841334
708	0.4329972266
709	0.4328648638
710	0.432695002
711	0.4325256186
712	0.432464431
713	0.4321492345
714	0.4320730443
715	0.4319587524
716	0.431958456
717	0.4318799606
718	0.4315640064
719	0.4312271976
720	0.4309610365
721	0.4309381941
722	0.4308834216
723	0.4307490516
724	0.4306636135
725	0.4306092666
726	0.4302574516
727	0.4302418683
728	0.4301443459
729	0.4299766456
730	0.4299068683
731	0.4296018089
732	0.4293700659
733	0.4289936758
734	0.4289204765
735	0.428781812
736	0.4286158976
737	0.4284703695
738	0.4280719361
739	0.4279266593
740	0.4278629679
741	0.427768755
742	0.4276273106
743	0.4274002708
744	0.4271834031
745	0.4269958456
746	0.4267060958
747	0.4265848414
748	0.4264424499
749	0.4261447682
750	0.4261153398
751	0.425987087
752	0.4257803489
753	0.4255460135
754	0.42546386
755	0.4254123074
756	0.4252880907
757	0.4250492022
758	0.4249278922
759	0.4248618592
760	0.4248178472
761	0.4246119495
762	0.4241223519
763	0.4241057999
764	0.4239522818
765	0.4238793452
766	0.4238172492
767	0.4236875161
768	0.4235847469
769	0.4233749201
770	0.4231799369
771	0.4230002173
772	0.4228113954
773	0.4227168896
774	0.4224525274
775	0.4222332095
776	0.4220929475
777	0.4219756496
778	0.4219445963
779	0.4219178469
780	0.4217936797
781	0.4214430257
782	0.4213742449
783	0.4212895893
784	0.421144819
785	0.4211285241
786	0.4209140287
787	0.4207304962
788	0.4204218755
789	0.4202578075
790	0.4202140172
791	0.4199635058
792	0.4198936419
793	0.4197134493
794	0.4194624426
795	0.4192282026
796	0.4192062893
797	0.4189050455
798	0.4186344439
799	0.4185912703
800	0.4184035573
801	0.4182608026
802	0.4179685952
803	0.41777339
804	0.4175255243
805	0.4174039673
806	0.417147309
807	0.4168771212
808	0.416678954
809	0.4165056832
810	0.4161583105
811	0.4159412146
812	0.4158134843
813	0.4155008577
814	0.4154212531
815	0.4152123168
816	0.4151500893
817	0.4150138816
818	0.4149539149
819	0.4146428272
820	0.4143799255
821	0.4141374861
822	0.4139888403
823	0.4137788852
824	0.4136380817
825	0.4134868788
826	0.4132517362
827	0.4131582413
828	0.4130697478
829	0.413004695
830	0.4126540066
831	0.4123798664
832	0.4120666267
833	0.411856651
834	0.4116229211
835	0.4115337766
836	0.4114436877
837	0.411305969
838	0.4112498244
839	0.4110137593
840	0.4108251947
841	0.4106636093
842	0.4103836356
843	0.4101216141
844	0.4098911545
845	0.409761209
846	0.4095517832
847	0.4095111523
848	0.4093021641
849	0.4092412709
850	0.4091426953
851	0.4090170528
852	0.4087805696
853	0.4085494807
854	0.4084958612
855	0.4081366855
856	0.4079090612
857	0.4076828174
858	0.4075800179
859	0.407350202
860	0.4070529048
861	0.4068228979
862	0.4066977791
863	0.4064452702
864	0.4064156504
865	0.4062064485
866	0.4060246343
867	0.405795192
868	0.4055607112
869	0.4053833959
870	0.4052287616
871	0.4050503948
872	0.4047793342
873	0.404579645
874	0.4045275952
875	0.4043310657
876	0.404265323
877	0.4040664634
878	0.4038462162
879	0.4037883227
880	0.4037395032
881	0.4036050259
882	0.403376927
883	0.4033156045
884	0.4031598996
885	0.4030690325
886	0.4028737103
887	0.4027463909
888	0.4026768095
889	0.4026282148
890	0.4023367061
891	0.4020409297
892	0.4017318017
893	0.401679111
894	0.401473655
895	0.4011987583
896	0.4009642231
897	0.4008070336
898	0.4007426612
899	0.4006136091
900	0.4004134419
901	0.4001871193
902	0.3999868487
903	0.3996789297
904	0.3995900447
905	0.3994653494
906	0.3993262414
907	0.3991286362
908	0.3988836528
909	0.3986965518
910	0.3985382488
911	0.3983302546
912	0.3981238929
913	0.3978315418
914	0.3976203748
915	0.3974035664
916	0.3973154475
917	0.3969574409
918	0.3969014871
919	0.39658727
920	0.3963803238
921	0.3962631052
922	0.396114024
923	0.3960619464
924	0.3959074389
925	0.3957452956
926	0.3955984058
927	0.395299452
928	0.39509838
929	0.3949372865
930	0.3948460502
931	0.3947501344
932	0.3945526881
933	0.3945187769
934	0.3943032432
935	0.3940825028
936	0.3939475316
937	0.3937276247
938	0.3936196992
939	0.393574356
940	0.3932614106
941	0.3931472979
942	0.3931150581
943	0.3930690096
944	0.3928645786
945	0.3927581517
946	0.3925894596
947	0.392450417
948	0.3922221318
949	0.3919510959
950	0.3916958545
951	0.3915600519
952	0.3912561637
953	0.3911806559
954	0.3909119451
955	0.3908127814
956	0.3906831276
957	0.3906397381
958	0.3904593982
959	0.3903995946
960	0.3903584637
961	0.3901440678
962	0.3899966868
963	0.3896582696
964	0.3895303225
965	0.3894452939
966	0.3892583305
967	0.3890401274
968	0.3890049724
969	0.3887672811
970	0.3886899416
971	0.3886622328
972	0.3885305215
973	0.3882650025
974	0.3880157561
975	0.3879759454
976	0.3878380817
977	0.3876285615
978	0.3873530669
979	0.3872185991
980	0.387042594
981	0.386878886
982	0.3867890544
983	0.386569298
984	0.3863381091
985	0.3861799397
986	0.3859919304
987	0.3859491685
988	0.3857795095
989	0.3856446307
990	0.3852619392
991	0.3850195645
992	0.384914736
993	0.3848702824
994	0.3846416664
995	0.3844712387
996	0.3844430073
997	0.3842142256
998	0.3841753256
999	0.3840577379
